location_id,year,latitude,longitude
2,1994,26.664641,-99.188004
2,1995,26.664641,-99.188004
2,1996,26.664641,-99.188004
2,1997,26.664641,-99.188004
2,1998,26.664641,-99.188004
2,1999,26.664641,-99.188004
2,2000,26.664641,-99.188004
2,2001,26.664641,-99.188004
2,2002,26.664641,-99.188004
2,2003,26.664641,-99.188004
2,2004,26.664641,-99.188004
2,2005,26.664641,-99.188004
2,2006,26.664641,-99.188004
2,2007,26.664641,-99.188004
2,2008,26.664641,-99.188004
2,2009,26.664641,-99.188004
2,2010,26.664641,-99.188004
2,2011,26.664641,-99.188004
2,2012,26.664641,-99.188004
2,2013,26.664641,-99.188004
2,2014,26.664641,-99.188004
2,2015,26.664641,-99.188004
2,2016,26.664641,-99.188004
2,2017,26.664641,-99.188004
2,2018,26.664641,-99.188004
2,2019,26.664641,-99.188004
2,2020,26.664641,-99.188004
2,2021,26.664641,-99.188004
3,1976,26.86156,-99.262200000000007
3,1977,26.86156,-99.262200000000007
3,1978,26.86156,-99.262200000000007
3,1979,26.86156,-99.262200000000007
3,1980,26.86156,-99.262200000000007
3,1981,26.86156,-99.262200000000007
3,1982,26.86156,-99.262200000000007
3,1983,26.86156,-99.262200000000007
3,1984,26.86156,-99.262200000000007
3,1985,26.86156,-99.262200000000007
3,1986,26.86156,-99.262200000000007
3,1987,26.86156,-99.262200000000007
3,1988,26.86156,-99.262200000000007
3,1989,26.86156,-99.262200000000007
3,1990,26.86156,-99.262200000000007
3,1991,26.86156,-99.262200000000007
3,1992,26.86156,-99.262200000000007
3,1993,26.86156,-99.262200000000007
3,1994,26.86156,-99.262200000000007
3,1995,26.86156,-99.262200000000007
3,1996,26.86156,-99.262200000000007
3,1997,26.86156,-99.262200000000007
3,1998,26.86156,-99.262200000000007
3,1999,26.86156,-99.262200000000007
3,2000,26.86156,-99.262200000000007
3,2001,26.86156,-99.262200000000007
3,2002,26.86156,-99.262200000000007
3,2003,26.86156,-99.262200000000007
3,2004,26.86156,-99.262200000000007
3,2005,26.86156,-99.262200000000007
3,2006,26.86156,-99.262200000000007
3,2007,26.86156,-99.262200000000007
3,2008,26.86156,-99.262200000000007
3,2009,26.86156,-99.262200000000007
3,2010,26.86156,-99.262200000000007
3,2011,26.86156,-99.262200000000007
3,2012,26.86156,-99.262200000000007
3,2013,26.86156,-99.262200000000007
3,2014,26.86156,-99.262200000000007
3,2015,26.86156,-99.262200000000007
3,2016,26.86156,-99.262200000000007
3,2017,26.86156,-99.262200000000007
3,2018,26.86156,-99.262200000000007
3,2019,26.86156,-99.262200000000007
3,2020,26.86156,-99.262200000000007
3,2021,26.86156,-99.262200000000007
4,1967,27.201159,-80.263381
4,1968,27.201159,-80.263381
4,1969,27.201159,-80.263381
4,1970,27.201159,-80.263381
4,1971,27.201159,-80.263381
4,1972,27.201159,-80.263381
4,1973,27.201159,-80.263381
4,1974,27.201159,-80.263381
4,1975,27.201159,-80.263381
4,1976,27.201159,-80.263381
4,1977,27.201159,-80.263381
4,1978,27.201159,-80.263381
4,1979,27.201159,-80.263381
4,1980,27.201159,-80.263381
4,1981,27.201159,-80.263381
4,1982,27.201159,-80.263381
4,1983,27.201159,-80.263381
4,1984,27.201159,-80.263381
4,1985,27.201159,-80.263381
4,1986,27.201159,-80.263381
4,1987,27.201159,-80.263381
4,1988,27.201159,-80.263381
4,1989,27.201159,-80.263381
4,1990,27.201159,-80.263381
4,1991,27.201159,-80.263381
4,1992,27.201159,-80.263381
4,1993,27.201159,-80.263381
4,1994,27.201159,-80.263381
4,1995,27.201159,-80.263381
4,1996,27.201159,-80.263381
4,1997,27.201159,-80.263381
4,1998,27.201159,-80.263381
4,1999,27.201159,-80.263381
4,2000,27.201159,-80.263381
4,2001,27.201159,-80.263381
4,2002,27.201159,-80.263381
4,2003,27.201159,-80.263381
4,2004,27.201159,-80.263381
4,2005,27.201159,-80.263381
4,2006,27.201159,-80.263381
4,2007,27.201159,-80.263381
4,2008,27.201159,-80.263381
4,2009,27.201159,-80.263381
4,2010,27.201159,-80.263381
4,2011,27.201159,-80.263381
4,2012,27.201159,-80.263381
4,2013,27.201159,-80.263381
4,2014,27.201159,-80.263381
4,2015,27.201159,-80.263381
4,2016,27.201159,-80.263381
4,2017,27.201159,-80.263381
4,2018,27.201159,-80.263381
4,2019,27.201159,-80.263381
4,2020,27.201159,-80.263381
4,2021,27.201159,-80.263381
5,1996,27.54962,-99.43255
5,1997,27.54962,-99.43255
5,1998,27.54962,-99.43255
5,1999,27.54962,-99.43255
5,2000,27.54962,-99.43255
5,2001,27.54962,-99.43255
5,2002,27.54962,-99.43255
5,2003,27.54962,-99.43255
5,2004,27.54962,-99.43255
5,2005,27.54962,-99.43255
5,2006,27.54962,-99.43255
5,2007,27.54962,-99.43255
5,2008,27.54962,-99.43255
5,2009,27.54962,-99.43255
5,2010,27.54962,-99.43255
5,2011,27.54962,-99.43255
5,2012,27.54962,-99.43255
5,2013,27.54962,-99.43255
5,2014,27.54962,-99.43255
5,2015,27.54962,-99.43255
5,2016,27.54962,-99.43255
5,2017,27.54962,-99.43255
5,2018,27.54962,-99.43255
5,2019,27.54962,-99.43255
5,2020,27.54962,-99.43255
5,2021,27.54962,-99.43255
6,1989,27.9308,-98.9817
6,1990,27.9308,-98.9817
6,1991,27.9308,-98.9817
6,1992,27.9308,-98.9817
6,1993,27.9308,-98.9817
6,1994,27.9308,-98.9817
6,1995,27.9308,-98.9817
6,1996,27.9308,-98.9817
6,1997,27.9308,-98.9817
6,1998,27.9308,-98.9817
6,1999,27.9308,-98.9817
6,2000,27.9308,-98.9817
6,2001,27.9308,-98.9817
6,2002,27.9308,-98.9817
6,2003,27.9308,-98.9817
6,2004,27.9308,-98.9817
6,2005,27.9308,-98.9817
6,2006,27.9308,-98.9817
6,2007,27.9308,-98.9817
6,2008,27.9308,-98.9817
6,2009,27.9308,-98.9817
6,2010,27.9308,-98.9817
6,2011,27.9308,-98.9817
6,2012,27.9308,-98.9817
6,2013,27.9308,-98.9817
6,2014,27.9308,-98.9817
6,2015,27.9308,-98.9817
6,2016,27.9308,-98.9817
6,2017,27.9308,-98.9817
6,2018,27.9308,-98.9817
6,2019,27.9308,-98.9817
6,2020,27.9308,-98.9817
6,2021,27.9308,-98.9817
7,1969,28.01447,-81.9269
7,1970,28.01447,-81.9269
7,1971,28.01447,-81.9269
7,1972,28.01447,-81.9269
7,1973,28.01447,-81.9269
7,1974,28.01447,-81.9269
7,1975,28.01447,-81.9269
7,1976,28.01447,-81.9269
7,1977,28.01447,-81.9269
7,1978,28.01447,-81.9269
7,1979,28.01447,-81.9269
7,1980,28.01447,-81.9269
7,1981,28.01447,-81.9269
7,1982,28.01447,-81.9269
7,1983,28.01447,-81.9269
7,1984,28.01447,-81.9269
7,1985,28.01447,-81.9269
7,1986,28.01447,-81.9269
7,1987,28.01447,-81.9269
7,1988,28.01447,-81.9269
7,1989,28.01447,-81.9269
7,1990,28.01447,-81.9269
7,1991,28.01447,-81.9269
7,1992,28.01447,-81.9269
7,1993,28.01447,-81.9269
7,1994,28.01447,-81.9269
7,1995,28.01447,-81.9269
7,1996,28.01447,-81.9269
7,1997,28.01447,-81.9269
7,1998,28.01447,-81.9269
7,1999,28.01447,-81.9269
7,2000,28.01447,-81.9269
7,2001,28.01447,-81.9269
7,2002,28.01447,-81.9269
7,2003,28.01447,-81.9269
7,2004,28.01447,-81.9269
7,2005,28.01447,-81.9269
7,2006,28.01447,-81.9269
7,2007,28.01447,-81.9269
7,2008,28.01447,-81.9269
7,2009,28.01447,-81.9269
7,2010,28.01447,-81.9269
7,2011,28.01447,-81.9269
7,2012,28.01447,-81.9269
7,2013,28.01447,-81.9269
7,2014,28.01447,-81.9269
7,2015,28.01447,-81.9269
7,2016,28.01447,-81.9269
7,2017,28.01447,-81.9269
7,2018,28.01447,-81.9269
7,2019,28.01447,-81.9269
7,2020,28.01447,-81.9269
7,2021,28.01447,-81.9269
8,1956,28.02377,-81.94533
8,1957,28.02377,-81.94533
8,1958,28.02377,-81.94533
8,1959,28.02377,-81.94533
8,1960,28.02377,-81.94533
8,1961,28.02377,-81.94533
8,1962,28.02377,-81.94533
8,1963,28.02377,-81.94533
8,1964,28.02377,-81.94533
8,1965,28.02377,-81.94533
8,1966,28.02377,-81.94533
8,1967,28.02377,-81.94533
8,1968,28.02377,-81.94533
8,1969,28.02377,-81.94533
8,1970,28.02377,-81.94533
8,1971,28.02377,-81.94533
8,1972,28.02377,-81.94533
8,1973,28.02377,-81.94533
8,1974,28.02377,-81.94533
8,1975,28.02377,-81.94533
8,1976,28.02377,-81.94533
8,1977,28.02377,-81.94533
8,1978,28.02377,-81.94533
8,1979,28.02377,-81.94533
8,1980,28.02377,-81.94533
8,1981,28.02377,-81.94533
8,1982,28.02377,-81.94533
8,1983,28.02377,-81.94533
8,1984,28.02377,-81.94533
8,1985,28.02377,-81.94533
8,1986,28.02377,-81.94533
8,1987,28.02377,-81.94533
8,1988,28.02377,-81.94533
8,1989,28.02377,-81.94533
8,1990,28.02377,-81.94533
8,1991,28.02377,-81.94533
8,1992,28.02377,-81.94533
8,1993,28.02377,-81.94533
8,1994,28.02377,-81.94533
8,1995,28.02377,-81.94533
8,1996,28.02377,-81.94533
8,1997,28.02377,-81.94533
8,1998,28.02377,-81.94533
8,1999,28.02377,-81.94533
8,2000,28.02377,-81.94533
8,2001,28.02377,-81.94533
8,2002,28.02377,-81.94533
8,2003,28.02377,-81.94533
8,2004,28.02377,-81.94533
8,2005,28.02377,-81.94533
8,2006,28.02377,-81.94533
8,2007,28.02377,-81.94533
8,2008,28.02377,-81.94533
8,2009,28.02377,-81.94533
8,2010,28.02377,-81.94533
8,2011,28.02377,-81.94533
8,2012,28.02377,-81.94533
8,2013,28.02377,-81.94533
8,2014,28.02377,-81.94533
8,2015,28.02377,-81.94533
8,2016,28.02377,-81.94533
8,2017,28.02377,-81.94533
8,2018,28.02377,-81.94533
8,2019,28.02377,-81.94533
8,2020,28.02377,-81.94533
8,2021,28.02377,-81.94533
9,1968,28.025,-81.94556
9,1969,28.025,-81.94556
9,1970,28.025,-81.94556
9,1971,28.025,-81.94556
9,1972,28.025,-81.94556
9,1973,28.025,-81.94556
9,1974,28.025,-81.94556
9,1975,28.025,-81.94556
9,1976,28.025,-81.94556
9,1977,28.025,-81.94556
9,1978,28.025,-81.94556
9,1979,28.025,-81.94556
9,1980,28.025,-81.94556
9,1981,28.025,-81.94556
9,1982,28.025,-81.94556
9,1983,28.025,-81.94556
9,1984,28.025,-81.94556
9,1985,28.025,-81.94556
9,1986,28.025,-81.94556
9,1987,28.025,-81.94556
9,1988,28.025,-81.94556
9,1989,28.025,-81.94556
9,1990,28.025,-81.94556
9,1991,28.025,-81.94556
9,1992,28.025,-81.94556
9,1993,28.025,-81.94556
9,1994,28.025,-81.94556
9,1995,28.025,-81.94556
9,1996,28.025,-81.94556
9,1997,28.025,-81.94556
9,1998,28.025,-81.94556
9,1999,28.025,-81.94556
9,2000,28.025,-81.94556
9,2001,28.025,-81.94556
9,2002,28.025,-81.94556
9,2003,28.025,-81.94556
9,2004,28.025,-81.94556
9,2005,28.025,-81.94556
9,2006,28.025,-81.94556
9,2007,28.025,-81.94556
9,2008,28.025,-81.94556
9,2009,28.025,-81.94556
9,2010,28.025,-81.94556
9,2011,28.025,-81.94556
9,2012,28.025,-81.94556
9,2013,28.025,-81.94556
9,2014,28.025,-81.94556
9,2015,28.025,-81.94556
9,2016,28.025,-81.94556
9,2017,28.025,-81.94556
9,2018,28.025,-81.94556
9,2019,28.025,-81.94556
9,2020,28.025,-81.94556
9,2021,28.025,-81.94556
10,1968,28.0252994,-81.945359
10,1969,28.0252994,-81.945359
10,1970,28.0252994,-81.945359
10,1971,28.0252994,-81.945359
10,1972,28.0252994,-81.945359
10,1973,28.0252994,-81.945359
10,1974,28.0252994,-81.945359
10,1975,28.0252994,-81.945359
10,1976,28.0252994,-81.945359
10,1977,28.0252994,-81.945359
10,1978,28.0252994,-81.945359
10,1979,28.0252994,-81.945359
10,1980,28.0252994,-81.945359
10,1981,28.0252994,-81.945359
10,1982,28.0252994,-81.945359
10,1983,28.0252994,-81.945359
10,1984,28.0252994,-81.945359
10,1985,28.0252994,-81.945359
10,1986,28.0252994,-81.945359
10,1987,28.0252994,-81.945359
10,1988,28.0252994,-81.945359
10,1989,28.0252994,-81.945359
10,1990,28.0252994,-81.945359
10,1991,28.0252994,-81.945359
10,1992,28.0252994,-81.945359
10,1993,28.0252994,-81.945359
10,1994,28.0252994,-81.945359
10,1995,28.0252994,-81.945359
10,1996,28.0252994,-81.945359
10,1997,28.0252994,-81.945359
10,1998,28.0252994,-81.945359
10,1999,28.0252994,-81.945359
10,2000,28.0252994,-81.945359
10,2001,28.0252994,-81.945359
10,2002,28.0252994,-81.945359
10,2003,28.0252994,-81.945359
10,2004,28.0252994,-81.945359
10,2005,28.0252994,-81.945359
10,2006,28.0252994,-81.945359
10,2007,28.0252994,-81.945359
10,2008,28.0252994,-81.945359
10,2009,28.0252994,-81.945359
10,2010,28.0252994,-81.945359
10,2011,28.0252994,-81.945359
10,2012,28.0252994,-81.945359
10,2013,28.0252994,-81.945359
10,2014,28.0252994,-81.945359
10,2015,28.0252994,-81.945359
10,2016,28.0252994,-81.945359
10,2017,28.0252994,-81.945359
10,2018,28.0252994,-81.945359
10,2019,28.0252994,-81.945359
10,2020,28.0252994,-81.945359
10,2021,28.0252994,-81.945359
11,1969,28.03276,-81.96607
11,1970,28.03276,-81.96607
11,1971,28.03276,-81.96607
11,1972,28.03276,-81.96607
11,1973,28.03276,-81.96607
11,1974,28.03276,-81.96607
11,1975,28.03276,-81.96607
11,1976,28.03276,-81.96607
11,1977,28.03276,-81.96607
11,1978,28.03276,-81.96607
11,1979,28.03276,-81.96607
11,1980,28.03276,-81.96607
11,1981,28.03276,-81.96607
11,1982,28.03276,-81.96607
11,1983,28.03276,-81.96607
11,1984,28.03276,-81.96607
11,1985,28.03276,-81.96607
11,1986,28.03276,-81.96607
11,1987,28.03276,-81.96607
11,1988,28.03276,-81.96607
11,1989,28.03276,-81.96607
11,1990,28.03276,-81.96607
11,1991,28.03276,-81.96607
11,1992,28.03276,-81.96607
11,1993,28.03276,-81.96607
11,1994,28.03276,-81.96607
11,1995,28.03276,-81.96607
11,1996,28.03276,-81.96607
11,1997,28.03276,-81.96607
11,1998,28.03276,-81.96607
11,1999,28.03276,-81.96607
11,2000,28.03276,-81.96607
11,2001,28.03276,-81.96607
11,2002,28.03276,-81.96607
11,2003,28.03276,-81.96607
11,2004,28.03276,-81.96607
11,2005,28.03276,-81.96607
11,2006,28.03276,-81.96607
11,2007,28.03276,-81.96607
11,2008,28.03276,-81.96607
11,2009,28.03276,-81.96607
11,2010,28.03276,-81.96607
11,2011,28.03276,-81.96607
11,2012,28.03276,-81.96607
11,2013,28.03276,-81.96607
11,2014,28.03276,-81.96607
11,2015,28.03276,-81.96607
11,2016,28.03276,-81.96607
11,2017,28.03276,-81.96607
11,2018,28.03276,-81.96607
11,2019,28.03276,-81.96607
11,2020,28.03276,-81.96607
11,2021,28.03276,-81.96607
12,1969,28.0676,-81.93214
12,1970,28.0676,-81.93214
12,1971,28.0676,-81.93214
12,1972,28.0676,-81.93214
12,1973,28.0676,-81.93214
12,1974,28.0676,-81.93214
12,1975,28.0676,-81.93214
12,1976,28.0676,-81.93214
12,1977,28.0676,-81.93214
12,1978,28.0676,-81.93214
12,1979,28.0676,-81.93214
12,1980,28.0676,-81.93214
12,1981,28.0676,-81.93214
12,1982,28.0676,-81.93214
12,1983,28.0676,-81.93214
12,1984,28.0676,-81.93214
12,1985,28.0676,-81.93214
12,1986,28.0676,-81.93214
12,1987,28.0676,-81.93214
12,1988,28.0676,-81.93214
12,1989,28.0676,-81.93214
12,1990,28.0676,-81.93214
12,1991,28.0676,-81.93214
12,1992,28.0676,-81.93214
12,1993,28.0676,-81.93214
12,1994,28.0676,-81.93214
12,1995,28.0676,-81.93214
12,1996,28.0676,-81.93214
12,1997,28.0676,-81.93214
12,1998,28.0676,-81.93214
12,1999,28.0676,-81.93214
12,2000,28.0676,-81.93214
12,2001,28.0676,-81.93214
12,2002,28.0676,-81.93214
12,2003,28.0676,-81.93214
12,2004,28.0676,-81.93214
12,2005,28.0676,-81.93214
12,2006,28.0676,-81.93214
12,2007,28.0676,-81.93214
12,2008,28.0676,-81.93214
12,2009,28.0676,-81.93214
12,2010,28.0676,-81.93214
12,2011,28.0676,-81.93214
12,2012,28.0676,-81.93214
12,2013,28.0676,-81.93214
12,2014,28.0676,-81.93214
12,2015,28.0676,-81.93214
12,2016,28.0676,-81.93214
12,2017,28.0676,-81.93214
12,2018,28.0676,-81.93214
12,2019,28.0676,-81.93214
12,2020,28.0676,-81.93214
12,2021,28.0676,-81.93214
13,1969,28.0680752,-81.931192
13,1970,28.0680752,-81.931192
13,1971,28.0680752,-81.931192
13,1972,28.0680752,-81.931192
13,1973,28.0680752,-81.931192
13,1974,28.0680752,-81.931192
13,1975,28.0680752,-81.931192
13,1976,28.0680752,-81.931192
13,1977,28.0680752,-81.931192
13,1978,28.0680752,-81.931192
13,1979,28.0680752,-81.931192
13,1980,28.0680752,-81.931192
13,1981,28.0680752,-81.931192
13,1982,28.0680752,-81.931192
13,1983,28.0680752,-81.931192
13,1984,28.0680752,-81.931192
13,1985,28.0680752,-81.931192
13,1986,28.0680752,-81.931192
13,1987,28.0680752,-81.931192
13,1988,28.0680752,-81.931192
13,1989,28.0680752,-81.931192
13,1990,28.0680752,-81.931192
13,1991,28.0680752,-81.931192
13,1992,28.0680752,-81.931192
13,1993,28.0680752,-81.931192
13,1994,28.0680752,-81.931192
13,1995,28.0680752,-81.931192
13,1996,28.0680752,-81.931192
13,1997,28.0680752,-81.931192
13,1998,28.0680752,-81.931192
13,1999,28.0680752,-81.931192
13,2000,28.0680752,-81.931192
13,2001,28.0680752,-81.931192
13,2002,28.0680752,-81.931192
13,2003,28.0680752,-81.931192
13,2004,28.0680752,-81.931192
13,2005,28.0680752,-81.931192
13,2006,28.0680752,-81.931192
13,2007,28.0680752,-81.931192
13,2008,28.0680752,-81.931192
13,2009,28.0680752,-81.931192
13,2010,28.0680752,-81.931192
13,2011,28.0680752,-81.931192
13,2012,28.0680752,-81.931192
13,2013,28.0680752,-81.931192
13,2014,28.0680752,-81.931192
13,2015,28.0680752,-81.931192
13,2016,28.0680752,-81.931192
13,2017,28.0680752,-81.931192
13,2018,28.0680752,-81.931192
13,2019,28.0680752,-81.931192
13,2020,28.0680752,-81.931192
13,2021,28.0680752,-81.931192
14,1981,28.080159,-97.905693
14,1982,28.080159,-97.905693
14,1983,28.080159,-97.905693
14,1984,28.080159,-97.905693
14,1985,28.080159,-97.905693
14,1986,28.080159,-97.905693
14,1987,28.080159,-97.905693
14,1988,28.080159,-97.905693
14,1989,28.080159,-97.905693
14,1990,28.080159,-97.905693
14,1991,28.080159,-97.905693
14,1992,28.080159,-97.905693
14,1993,28.080159,-97.905693
14,1994,28.080159,-97.905693
14,1995,28.080159,-97.905693
14,1996,28.080159,-97.905693
14,1997,28.080159,-97.905693
14,1998,28.080159,-97.905693
14,1999,28.080159,-97.905693
14,2000,28.080159,-97.905693
14,2001,28.080159,-97.905693
14,2002,28.080159,-97.905693
14,2003,28.080159,-97.905693
14,2004,28.080159,-97.905693
14,2005,28.080159,-97.905693
14,2006,28.080159,-97.905693
14,2007,28.080159,-97.905693
14,2008,28.080159,-97.905693
14,2009,28.080159,-97.905693
14,2010,28.080159,-97.905693
14,2011,28.080159,-97.905693
14,2012,28.080159,-97.905693
14,2013,28.080159,-97.905693
14,2014,28.080159,-97.905693
14,2015,28.080159,-97.905693
14,2016,28.080159,-97.905693
14,2017,28.080159,-97.905693
14,2018,28.080159,-97.905693
14,2019,28.080159,-97.905693
14,2020,28.080159,-97.905693
14,2021,28.080159,-97.905693
15,1981,28.10784,-97.88304
15,1982,28.10784,-97.88304
15,1983,28.10784,-97.88304
15,1984,28.10784,-97.88304
15,1985,28.10784,-97.88304
15,1986,28.10784,-97.88304
15,1987,28.10784,-97.88304
15,1988,28.10784,-97.88304
15,1989,28.10784,-97.88304
15,1990,28.10784,-97.88304
15,1991,28.10784,-97.88304
15,1992,28.10784,-97.88304
15,1993,28.10784,-97.88304
15,1994,28.10784,-97.88304
15,1995,28.10784,-97.88304
15,1996,28.10784,-97.88304
15,1997,28.10784,-97.88304
15,1998,28.10784,-97.88304
15,1999,28.10784,-97.88304
15,2000,28.10784,-97.88304
15,2001,28.10784,-97.88304
15,2002,28.10784,-97.88304
15,2003,28.10784,-97.88304
15,2004,28.10784,-97.88304
15,2005,28.10784,-97.88304
15,2006,28.10784,-97.88304
15,2007,28.10784,-97.88304
15,2008,28.10784,-97.88304
15,2009,28.10784,-97.88304
15,2010,28.10784,-97.88304
15,2011,28.10784,-97.88304
15,2012,28.10784,-97.88304
15,2013,28.10784,-97.88304
15,2014,28.10784,-97.88304
15,2015,28.10784,-97.88304
15,2016,28.10784,-97.88304
15,2017,28.10784,-97.88304
15,2018,28.10784,-97.88304
15,2019,28.10784,-97.88304
15,2020,28.10784,-97.88304
15,2021,28.10784,-97.88304
16,1970,28.1330725,-81.803134
16,1971,28.1330725,-81.803134
16,1972,28.1330725,-81.803134
16,1973,28.1330725,-81.803134
16,1974,28.1330725,-81.803134
16,1975,28.1330725,-81.803134
16,1976,28.1330725,-81.803134
16,1977,28.1330725,-81.803134
16,1978,28.1330725,-81.803134
16,1979,28.1330725,-81.803134
16,1980,28.1330725,-81.803134
16,1981,28.1330725,-81.803134
16,1982,28.1330725,-81.803134
16,1983,28.1330725,-81.803134
16,1984,28.1330725,-81.803134
16,1985,28.1330725,-81.803134
16,1986,28.1330725,-81.803134
16,1987,28.1330725,-81.803134
16,1988,28.1330725,-81.803134
16,1989,28.1330725,-81.803134
16,1990,28.1330725,-81.803134
16,1991,28.1330725,-81.803134
16,1992,28.1330725,-81.803134
16,1993,28.1330725,-81.803134
16,1994,28.1330725,-81.803134
16,1995,28.1330725,-81.803134
16,1996,28.1330725,-81.803134
16,1997,28.1330725,-81.803134
16,1998,28.1330725,-81.803134
16,1999,28.1330725,-81.803134
16,2000,28.1330725,-81.803134
16,2001,28.1330725,-81.803134
16,2002,28.1330725,-81.803134
16,2003,28.1330725,-81.803134
16,2004,28.1330725,-81.803134
16,2005,28.1330725,-81.803134
16,2006,28.1330725,-81.803134
16,2007,28.1330725,-81.803134
16,2008,28.1330725,-81.803134
16,2009,28.1330725,-81.803134
16,2010,28.1330725,-81.803134
16,2011,28.1330725,-81.803134
16,2012,28.1330725,-81.803134
16,2013,28.1330725,-81.803134
16,2014,28.1330725,-81.803134
16,2015,28.1330725,-81.803134
16,2016,28.1330725,-81.803134
16,2017,28.1330725,-81.803134
16,2018,28.1330725,-81.803134
16,2019,28.1330725,-81.803134
16,2020,28.1330725,-81.803134
16,2021,28.1330725,-81.803134
17,1970,28.442733,-82.622766
17,1971,28.442733,-82.622766
17,1972,28.442733,-82.622766
17,1973,28.442733,-82.622766
17,1974,28.442733,-82.622766
17,1975,28.442733,-82.622766
17,1976,28.442733,-82.622766
17,1977,28.442733,-82.622766
17,1978,28.442733,-82.622766
17,1979,28.442733,-82.622766
17,1980,28.442733,-82.622766
17,1981,28.442733,-82.622766
17,1982,28.442733,-82.622766
17,1983,28.442733,-82.622766
17,1984,28.442733,-82.622766
17,1985,28.442733,-82.622766
17,1986,28.442733,-82.622766
17,1987,28.442733,-82.622766
17,1988,28.442733,-82.622766
17,1989,28.442733,-82.622766
17,1990,28.442733,-82.622766
17,1991,28.442733,-82.622766
17,1992,28.442733,-82.622766
17,1993,28.442733,-82.622766
17,1994,28.442733,-82.622766
17,1995,28.442733,-82.622766
17,1996,28.442733,-82.622766
17,1997,28.442733,-82.622766
17,1998,28.442733,-82.622766
17,1999,28.442733,-82.622766
17,2000,28.442733,-82.622766
17,2001,28.442733,-82.622766
17,2002,28.442733,-82.622766
17,2003,28.442733,-82.622766
17,2004,28.442733,-82.622766
17,2005,28.442733,-82.622766
17,2006,28.442733,-82.622766
17,2007,28.442733,-82.622766
17,2008,28.442733,-82.622766
17,2009,28.442733,-82.622766
17,2010,28.442733,-82.622766
17,2011,28.442733,-82.622766
17,2012,28.442733,-82.622766
17,2013,28.442733,-82.622766
17,2014,28.442733,-82.622766
17,2015,28.442733,-82.622766
17,2016,28.442733,-82.622766
17,2017,28.442733,-82.622766
17,2018,28.442733,-82.622766
17,2019,28.442733,-82.622766
17,2020,28.442733,-82.622766
17,2021,28.442733,-82.622766
18,1983,28.49327,-98.31018
18,1984,28.49327,-98.31018
18,1985,28.49327,-98.31018
